4300538812 0 0 0
4300538867 368 0 11000000
4300538918 33228 0 59000000
4300538969 24045 0 35000000
4300539020 0 0 0
4300539071 0 0 0
4300539122 0 0 0
4300539173 0 0 0
4300539224 0 0 0
4300539275 0 0 0
4300539326 0 0 0
4300539377 0 0 0
4300539428 0 0 0
4300539479 0 0 0
4300539530 0 0 0
4300539581 0 0 0
4300539632 0 0 0
4300539683 0 0 0
4300539734 0 0 0
4300539785 0 0 0
4300539836 0 0 0
4300539887 0 0 0
4300539938 9417 0 20984300
4300539989 19859 0 35000000
4300540040 17672 0 29000000
4300540091 0 0 0
4300540142 0 0 0
4300540193 0 0 0
4300540244 0 0 0
4300540295 0 0 0
4300540346 0 0 0
4300540397 0 0 0
4300540448 0 0 0
4300540499 0 0 0
4300540550 0 0 0
4300540601 0 0 0
4300540652 0 0 0
4300540703 0 0 0
4300540754 0 0 0
4300540805 0 0 0
4300540856 0 0 0
4300540907 0 0 0
4300540958 9073 0 19000000
4300541009 0 0 0
4300541060 25048 0 40000000
4300541111 5831 0 8000000
4300541162 0 0 0
4300541213 0 0 0
4300541264 0 0 0
4300541315 0 0 0
4300541366 0 0 0
4300541417 0 0 0
4300541468 0 0 0
4300541519 0 0 0
4300541570 0 0 0
4300541621 0 0 0
4300541672 0 0 0
4300541723 0 0 0
4300541774 0 0 0
4300541825 0 0 0
4300541876 0 0 0
4300541927 0 0 0
4300541978 8735 0 20000000
4300542029 0 0 0
4300542080 3109 0 11000000
4300542131 22380 0 39000000
4300542182 0 0 0
4300542233 0 0 0
4300542284 0 0 0
4300542335 0 0 0
4300542386 0 0 0
4300542437 0 0 0
4300542488 0 0 0
4300542539 0 0 0
4300542590 0 0 0
4300542641 0 0 0
4300542692 0 0 0
4300542745 0 0 0
4300542796 0 0 0
4300542847 0 0 0
4300542898 0 0 0
4300542949 0 0 0
4300543000 8442 0 21000000
4300543051 0 0 0
4300543102 0 0 0
4300543153 6058 0 17000000
4300543204 15236 0 28000000
4300543255 0 0 0
4300543306 0 0 0
4300543357 0 0 0
4300543408 0 0 0
4300543459 0 0 0
4300543510 0 0 0
4300543561 0 0 0
4300543612 0 0 0
4300543663 0 0 0
4300543714 0 0 0
4300543765 0 0 0
4300543816 0 0 0
4300543867 0 0 0
4300543918 0 0 0
4300543969 0 0 0
4300544020 8092 0 16000000
4300544071 0 0 0
4300544122 0 0 0
4300544173 0 0 0
4300544224 11700 0 39959000
4300544275 5874 0 12000000
4300544326 0 0 0
4300544377 0 0 0
4300544428 0 0 0
4300544479 0 0 0
4300544530 0 0 0
4300544581 0 0 0
4300544632 0 0 0
4300544683 0 0 0
4300544734 0 0 0
4300544785 0 0 0
4300544836 0 0 0
4300544887 0 0 0
4300544938 0 0 0
4300544989 0 0 0
4300545040 7767 0 19000000
4300545091 0 0 0
4300545142 0 0 0
4300545193 0 0 0
4300545244 550 0 8000000
4300545295 13842 0 32000000
4300545346 0 0 0
4300545397 0 0 0
4300545448 0 0 0
4300545499 0 0 0
4300545550 0 0 0
4300545601 0 0 0
4300545652 0 0 0
4300545703 0 0 0
4300545754 0 0 0
4300545805 0 0 0
4300545856 0 0 0
4300545907 0 0 0
4300545958 0 0 0
4300546009 0 0 0
4300546060 7473 0 16982400
4300546111 0 0 0
4300546162 0 0 0
4300546213 0 0 0
4300546264 0 0 0
4300546315 10319 0 39000000
4300546366 1614 0 3000000
4300546417 0 0 0
4300546468 0 0 0
4300546519 0 0 0
4300546570 0 0 0
4300546621 0 0 0
4300546672 0 0 0
4300546723 0 0 0
4300546774 0 0 0
4300546825 0 0 0
4300546876 0 0 0
4300546927 0 0 0
4300546978 0 0 0
4300547029 0 0 0
4300547080 7169 0 18000000
4300547131 0 0 0
4300547182 0 0 0
4300547233 0 0 0
4300547284 0 0 0
4300547335 672 0 15000000
4300547386 9272 0 24000000
4300547437 0 0 0
4300547488 0 0 0
4300547539 0 0 0
4300547590 0 0 0
4300547641 0 0 0
4300547692 0 0 0
4300547743 0 0 0
4300547794 0 0 0
4300547845 0 0 0
4300547896 0 0 0
4300547947 0 0 0
4300547998 0 0 0
4300548049 0 0 0
4300548100 7030 0 16000000
4300548153 0 0 0
4300548204 0 0 0
4300548255 0 0 0
4300548306 0 0 0
4300548357 0 0 0
4300548408 8112 0 31000000
4300548459 0 0 0
4300548510 0 0 0
4300548561 0 0 0
4300548612 0 0 0
4300548663 0 0 0
4300548714 0 0 0
4300548765 0 0 0
4300548816 0 0 0
4300548867 0 0 0
4300548918 0 0 0
4300548969 0 0 0
4300549020 0 0 0
4300549071 0 0 0
4300549122 6593 0 19000000
4300549173 0 0 0
4300549224 0 0 0
4300549275 0 0 0
4300549326 0 0 0
4300549377 0 0 0
4300549428 6686 0 29000000
4300549479 0 0 0
4300549530 0 0 0
4300549581 0 0 0
4300549632 0 0 0
4300549683 0 0 0
4300549734 0 0 0
4300549785 0 0 0
4300549836 0 0 0
4300549887 0 0 0
4300549938 0 0 0
4300549989 0 0 0
4300550040 0 0 0
4300550091 0 0 0
4300550142 6447 0 16991200
4300550194 0 0 0
4300550245 0 0 0
4300550296 0 0 0
4300550347 0 0 0
4300550398 0 0 0
4300550449 4873 0 30000000
4300550500 651 0 1000000
4300550551 0 0 0
4300550603 0 0 0
4300550654 0 0 0
4300550705 0 0 0
4300550756 0 0 0
4300550807 0 0 0
4300550858 0 0 0
4300550909 0 0 0
4300550960 0 0 0
4300551011 0 0 0
4300551062 0 0 0
4300551113 0 0 0
4300551164 5065 0 29000000
4300551217 1101 0 5000000
4300551268 0 0 0
4300551319 0 0 0
4300551370 0 0 0
4300551421 0 0 0
4300551472 3522 0 21000000
4300551523 1111 0 2000000
4300551574 0 0 0
4300551625 0 0 0
4300551676 0 0 0
4300551727 0 0 0
4300551778 0 0 0
4300551829 0 0 0
4300551880 0 0 0
4300551931 0 0 0
4300551982 0 0 0
4300552033 0 0 0
4300552084 0 0 0
4300552135 0 0 0
4300552186 2638 0 17000000
4300552237 3370 0 7000000
4300552288 0 0 0
4300552339 0 0 0
4300552390 0 0 0
4300552441 0 0 0
4300552492 712 0 17000000
4300552543 3111 0 9992500
4300552594 0 0 0
4300552645 0 0 0
4300552696 0 0 0
4300552747 0 0 0
4300552798 0 0 0
4300552849 0 0 0
4300552900 0 0 0
4300552951 0 0 0
4300553002 0 0 0
4300553053 0 0 0
4300553104 0 0 0
4300553155 0 0 0
4300553206 1176 0 13000000
4300553257 4489 0 11000000
4300553308 0 0 0
4300553359 0 0 0
4300553410 0 0 0
4300553461 0 0 0
4300553512 1703 0 10000000
4300553563 1355 0 5000000
4300553614 0 0 0
4300553665 0 0 0
4300553716 0 0 0
4300553767 0 0 0
4300553818 0 0 0
4300553869 0 0 0
4300553920 0 0 0
4300553971 0 0 0
4300554022 0 0 0
4300554073 0 0 0
4300554124 0 0 0
4300554175 0 0 0
4300554226 566 0 9000000
4300554277 4974 0 18000000
4300554328 0 0 0
4300554379 0 0 0
4300554430 0 0 0
4300554481 0 0 0
4300554532 2588 0 12000000
4300554583 0 0 0
4300554634 0 0 0
4300554685 0 0 0
4300554736 0 0 0
4300554787 0 0 0
4300554838 0 0 0
4300554889 0 0 0
4300554940 0 0 0
4300554991 0 0 0
4300555042 0 0 0
4300555093 0 0 0
4300555145 0 0 0
4300555196 0 0 0
4300555247 34 0 3000000
4300555298 5214 0 26000000
4300555349 0 0 0
4300555400 0 0 0
4300555457 0 0 0
4300555508 0 0 0
4300555559 2097 0 19000000
4300555610 0 0 0
4300555661 0 0 0
4300555712 0 0 0
4300555763 0 0 0
4300555814 0 0 0
4300555865 0 0 0
4300555916 0 0 0
4300555967 0 0 0
4300556018 0 0 0
4300556069 0 0 0
4300556120 0 0 0
4300556171 0 0 0
4300556222 0 0 0
4300556273 0 0 0
4300556324 5172 0 25000000
4300556375 0 0 0
4300556426 0 0 0
4300556477 0 0 0
4300556528 0 0 0
4300556579 1714 0 12000000
4300556630 0 0 0
4300556681 0 0 0
4300556732 0 0 0
4300556783 0 0 0
4300556834 0 0 0
4300556885 0 0 0
4300556936 0 0 0
4300556987 0 0 0
4300557038 0 0 0
4300557089 0 0 0
4300557140 0 0 0
4300557191 0 0 0
4300557242 0 0 0
4300557293 0 0 0
4300557344 4833 0 25000000
4300557395 0 0 0
4300557446 0 0 0
4300557497 0 0 0
4300557548 0 0 0
4300557599 1438 0 12000000
4300557650 0 0 0
4300557701 0 0 0
4300557752 0 0 0
4300557803 0 0 0
4300557854 0 0 0
4300557905 0 0 0
4300557956 0 0 0
4300558007 0 0 0
4300558058 0 0 0
4300558109 0 0 0
4300558160 0 0 0
4300558211 0 0 0
4300558262 0 0 0
4300558313 0 0 0
4300558364 4696 0 24000000
4300558415 0 0 0
4300558466 0 0 0
4300558517 0 0 0
4300558568 0 0 0
4300558619 1151 0 15000000
4300558670 0 0 0
4300558721 0 0 0
4300558772 0 0 0
4300558823 0 0 0
4300558874 0 0 0
4300558925 0 0 0
4300558976 0 0 0
4300559027 0 0 0
4300559078 0 0 0
4300559129 0 0 0
4300559180 0 0 0
4300559231 0 0 0
4300559282 0 0 0
4300559333 0 0 0
4300559384 0 0 24000000
4300559435 0 0 0
4300559486 0 0 0
4300559537 0 0 0
4300559588 0 0 0
4300559639 0 0 37000000
4300559690 0 0 0
4300559741 0 0 0
4300559792 0 0 0
4300559843 0 0 0
4300559894 0 0 0
4300559945 0 0 0
4300559996 0 0 0
4300560047 0 0 0
4300560098 0 0 0
4300560153 0 0 0
4300560204 0 0 0
4300560255 0 0 0
4300560306 0 0 0
4300560357 0 0 0
4300560408 0 0 0
4300560459 0 0 0
4300560510 0 0 0
4300560561 0 0 0
4300560612 0 0 0
4300560663 0 0 0
4300560714 0 0 0
4300560765 0 0 0
4300560816 0 0 0
4300560867 0 0 0
4300560918 0 0 0
4300560969 0 0 0
4300561020 0 0 0
4300561071 0 0 0
4300561122 0 0 0
4300561173 0 0 0
4300561224 0 0 0
4300561275 0 0 0
4300561326 0 0 0
4300561377 0 0 0
4300561428 0 0 0
4300561479 0 0 0
4300561530 0 0 0
4300561581 0 0 0
4300561632 0 0 0
4300561683 0 0 0
4300561734 0 0 0
4300561785 0 0 0
4300561836 0 0 0
4300561887 0 0 0
4300561938 0 0 0
4300561989 0 0 0
4300562040 0 0 0
4300562091 0 0 0
4300562142 0 0 0
4300562193 0 0 0
4300562244 0 0 0
4300562301 0 0 0
4300562352 0 0 0
4300562403 0 0 0
4300562454 0 0 0
4300562505 0 0 0
4300562556 0 0 0
4300562607 0 0 0
4300562658 0 0 0
4300562709 0 0 0
4300562760 0 0 0
4300562811 0 0 0
4300562862 0 0 0
4300562913 0 0 0
4300562964 0 0 0
4300563015 0 0 0
4300563066 0 0 0
4300563117 0 0 0
4300563168 0 0 0
4300563219 0 0 0
4300563270 0 0 0
4300563321 0 0 0
4300563372 0 0 0
4300563423 0 0 0
4300563474 0 0 0
4300563525 0 0 0
4300563576 0 0 0
4300563627 0 0 0
4300563678 0 0 0
4300563729 0 0 0
4300563780 0 0 0
4300563831 0 0 0
4300563882 0 0 0
4300563933 0 0 0
4300563984 0 0 0
4300564035 0 0 0
4300564086 0 0 0
4300564137 0 0 0
4300564188 0 0 0
4300564239 0 0 0
4300564290 0 0 0
4300564341 0 0 0
4300564392 0 0 0
4300564443 0 0 0
4300564494 0 0 0
4300564545 0 0 0
4300564596 0 0 0
4300564647 0 0 0
4300564698 0 0 0
4300564749 0 0 0
4300564800 0 0 0
4300564851 0 0 0
4300564902 0 0 0
4300564953 0 0 0
4300565004 0 0 0
4300565055 0 0 0
4300565106 0 0 0
4300565157 0 0 0
4300565208 0 0 0
4300565259 0 0 0
4300565310 0 0 0
4300565361 0 0 0
4300565412 0 0 0
4300565463 0 0 0
4300565514 0 0 0
4300565565 0 0 0
4300565616 0 0 0
4300565667 0 0 0
4300565718 0 0 0
4300565769 0 0 0
4300565820 0 0 0
4300565871 0 0 0
4300565922 0 0 0
4300565973 0 0 0
4300566024 0 0 0
4300566075 0 0 0
4300566126 0 0 0
4300566177 0 0 0
4300566228 0 0 0
4300566279 0 0 0
4300566330 0 0 0
4300566381 0 0 0
4300566432 0 0 0
4300566483 0 0 0
4300566534 0 0 0
4300566585 0 0 0
4300566636 0 0 0
4300566687 0 0 0
4300566738 0 0 0
4300566789 0 0 0
